,open,high,low,close,volume
2024-02-12 14:50:00,65733000.0,65741000.0,65530000.0,65670000.0,34.56333368
2024-02-12 14:55:00,65670000.0,65881000.0,65650000.0,65843000.0,80.77793055
2024-02-12 15:00:00,65843000.0,65890000.0,65669000.0,65888000.0,67.32054907
2024-02-12 15:05:00,65888000.0,65999000.0,65750000.0,65991000.0,97.41695767
2024-02-12 15:10:00,65991000.0,66150000.0,65770000.0,66135000.0,195.40802172
2024-02-12 15:15:00,66134000.0,66140000.0,65810000.0,65810000.0,91.82971641
2024-02-12 15:20:00,65818000.0,66071000.0,65810000.0,66010000.0,39.8139243
2024-02-12 15:25:00,66010000.0,66080000.0,65996000.0,66080000.0,38.46066473
2024-02-12 15:30:00,66080000.0,66500000.0,66023000.0,66460000.0,140.10187563
2024-02-12 15:35:00,66487000.0,66630000.0,66407000.0,66620000.0,145.74316605
2024-02-12 15:40:00,66621000.0,66990000.0,66620000.0,66980000.0,205.3311366
2024-02-12 15:45:00,66980000.0,67100000.0,66847000.0,66999000.0,226.07458406
2024-02-12 15:50:00,66999000.0,67205000.0,66900000.0,67205000.0,113.71458
2024-02-12 15:55:00,67206000.0,67360000.0,67186000.0,67356000.0,118.4506078
2024-02-12 16:00:00,67356000.0,67428000.0,66955000.0,67200000.0,152.88311953
2024-02-12 16:05:00,67200000.0,67231000.0,67062000.0,67169000.0,61.47906592
2024-02-12 16:10:00,67169000.0,67169000.0,66900000.0,66900000.0,65.83609664
2024-02-12 16:15:00,66900000.0,66906000.0,66430000.0,66898000.0,126.12828155
2024-02-12 16:20:00,66898000.0,67056000.0,66881000.0,67027000.0,46.99345262
2024-02-12 16:25:00,67027000.0,67093000.0,66918000.0,66918000.0,38.61343503
2024-02-12 16:30:00,66962000.0,67021000.0,66795000.0,66797000.0,29.06487095
2024-02-12 16:35:00,66830000.0,67000000.0,66728000.0,66898000.0,40.25511406
2024-02-12 16:40:00,66901000.0,66941000.0,66678000.0,66838000.0,49.66710477
2024-02-12 16:45:00,66829000.0,66829000.0,66652000.0,66703000.0,45.94618604
2024-02-12 16:50:00,66703000.0,66917000.0,66703000.0,66807000.0,30.09626284
2024-02-12 16:55:00,66873000.0,66873000.0,66728000.0,66839000.0,13.59532402
2024-02-12 17:00:00,66833000.0,67014000.0,66792000.0,67000000.0,29.78342812
2024-02-12 17:05:00,67004000.0,67050000.0,66905000.0,66989000.0,26.0658585
2024-02-12 17:10:00,66989000.0,67136000.0,66989000.0,67130000.0,23.40388458
2024-02-12 17:15:00,67134000.0,67400000.0,67098000.0,67390000.0,71.22286737
2024-02-12 17:20:00,67383000.0,67400000.0,67050000.0,67240000.0,42.06365146
2024-02-12 17:25:00,67214000.0,67390000.0,67149000.0,67257000.0,49.99301526
2024-02-12 17:30:00,67328000.0,67444000.0,67222000.0,67390000.0,78.38768967
2024-02-12 17:35:00,67390000.0,67411000.0,67123000.0,67150000.0,43.1921135
2024-02-12 17:40:00,67131000.0,67196000.0,66900000.0,67088000.0,42.79503636
2024-02-12 17:45:00,67088000.0,67300000.0,67050000.0,67165000.0,19.92800035
2024-02-12 17:50:00,67148000.0,67166000.0,67054000.0,67120000.0,18.48975164
2024-02-12 17:55:00,67088000.0,67119000.0,67000000.0,67006000.0,13.74112282
2024-02-12 18:00:00,67004000.0,67166000.0,67004000.0,67075000.0,19.22283634
2024-02-12 18:05:00,67075000.0,67122000.0,66971000.0,66971000.0,22.72869214
2024-02-12 18:10:00,66970000.0,66971000.0,66824000.0,66900000.0,26.8058653
2024-02-12 18:15:00,66839000.0,67002000.0,66839000.0,66930000.0,22.89701917
2024-02-12 18:20:00,66930000.0,67073000.0,66930000.0,67006000.0,13.11448776
2024-02-12 18:25:00,67019000.0,67114000.0,66942000.0,67035000.0,14.87342504
2024-02-12 18:30:00,67035000.0,67035000.0,66850000.0,66850000.0,17.62270841
2024-02-12 18:35:00,66850000.0,66875000.0,66730000.0,66736000.0,16.83925855
2024-02-12 18:40:00,66736000.0,66902000.0,66724000.0,66900000.0,11.36731799
2024-02-12 18:45:00,66857000.0,66889000.0,66732000.0,66756000.0,9.16186443
2024-02-12 18:50:00,66756000.0,66808000.0,66727000.0,66727000.0,8.15233806
2024-02-12 18:55:00,66727000.0,66809000.0,66724000.0,66742000.0,6.89016271
2024-02-12 19:00:00,66757000.0,66794000.0,66740000.0,66757000.0,8.52411707
2024-02-12 19:05:00,66757000.0,66896000.0,66757000.0,66888000.0,10.65920654
2024-02-12 19:10:00,66888000.0,66954000.0,66831000.0,66842000.0,14.50100891
2024-02-12 19:15:00,66870000.0,66932000.0,66770000.0,66770000.0,11.80637123
2024-02-12 19:20:00,66776000.0,66815000.0,66702000.0,66721000.0,11.36709126
2024-02-12 19:25:00,66721000.0,66903000.0,66720000.0,66872000.0,7.52350622
2024-02-12 19:30:00,66872000.0,66940000.0,66777000.0,66781000.0,13.10224543
2024-02-12 19:35:00,66781000.0,66821000.0,66721000.0,66725000.0,6.93727105
2024-02-12 19:40:00,66739000.0,66762000.0,66700000.0,66701000.0,13.95945423
2024-02-12 19:45:00,66701000.0,66791000.0,66700000.0,66701000.0,14.78869969
2024-02-12 19:50:00,66701000.0,66712000.0,66623000.0,66623000.0,16.07857971
2024-02-12 19:55:00,66623000.0,66627000.0,66559000.0,66590000.0,15.94041407
2024-02-12 20:00:00,66590000.0,66800000.0,66555000.0,66776000.0,14.19501425
2024-02-12 20:05:00,66799000.0,66876000.0,66759000.0,66873000.0,7.68031881
2024-02-12 20:10:00,66838000.0,66948000.0,66838000.0,66919000.0,11.06036677
2024-02-12 20:15:00,66919000.0,66944000.0,66850000.0,66908000.0,9.50843822
2024-02-12 20:20:00,66908000.0,66913000.0,66851000.0,66895000.0,4.50088549
2024-02-12 20:25:00,66900000.0,67002000.0,66894000.0,67000000.0,9.10567463
2024-02-12 20:30:00,67000000.0,67063000.0,66941000.0,66941000.0,10.89112232
2024-02-12 20:35:00,66950000.0,67033000.0,66876000.0,66988000.0,11.79538074
2024-02-12 20:40:00,67014000.0,67100000.0,66986000.0,67099000.0,13.67787944
2024-02-12 20:45:00,67099000.0,67240000.0,67099000.0,67169000.0,35.52529544
2024-02-12 20:50:00,67170000.0,67290000.0,67169000.0,67290000.0,11.00685379
2024-02-12 20:55:00,67290000.0,67297000.0,67213000.0,67223000.0,21.31016907
2024-02-12 21:00:00,67255000.0,67277000.0,67122000.0,67259000.0,16.47341552
2024-02-12 21:05:00,67260000.0,67317000.0,67200000.0,67200000.0,22.16473853
2024-02-12 21:10:00,67198000.0,67353000.0,67195000.0,67352000.0,14.08292036
2024-02-12 21:15:00,67352000.0,67357000.0,67257000.0,67289000.0,19.59599573
2024-02-12 21:20:00,67276000.0,67318000.0,67237000.0,67265000.0,9.36719129
2024-02-12 21:25:00,67265000.0,67272000.0,67168000.0,67195000.0,10.05189116
2024-02-12 21:30:00,67194000.0,67196000.0,67101000.0,67108000.0,21.322125
2024-02-12 21:35:00,67108000.0,67108000.0,67101000.0,67102000.0,9.70242869
2024-02-12 21:40:00,67101000.0,67130000.0,67100000.0,67102000.0,11.04134282
2024-02-12 21:45:00,67101000.0,67101000.0,66872000.0,66902000.0,27.7766592
2024-02-12 21:50:00,66881000.0,66998000.0,66874000.0,66910000.0,18.59451526
2024-02-12 21:55:00,66906000.0,66943000.0,66892000.0,66892000.0,13.58067846
2024-02-12 22:00:00,66899000.0,67194000.0,66881000.0,67124000.0,24.05507729
2024-02-12 22:05:00,67135000.0,67189000.0,67000000.0,67000000.0,14.08741873
2024-02-12 22:10:00,67002000.0,67157000.0,67000000.0,67157000.0,14.2796517
2024-02-12 22:15:00,67156000.0,67198000.0,67073000.0,67160000.0,9.42600746
2024-02-12 22:20:00,67197000.0,67197000.0,67109000.0,67129000.0,13.66430039
2024-02-12 22:25:00,67150000.0,67200000.0,67126000.0,67200000.0,17.63722085
2024-02-12 22:30:00,67201000.0,67208000.0,67100000.0,67158000.0,19.89065347
2024-02-12 22:35:00,67160000.0,67160000.0,67114000.0,67159000.0,10.98759594
2024-02-12 22:40:00,67159000.0,67245000.0,67156000.0,67241000.0,16.92309798
2024-02-12 22:45:00,67241000.0,67256000.0,67241000.0,67248000.0,25.45548915
2024-02-12 22:50:00,67243000.0,67254000.0,67117000.0,67120000.0,24.40495144
2024-02-12 22:55:00,67120000.0,67200000.0,67116000.0,67180000.0,9.99895423
2024-02-12 23:00:00,67180000.0,67200000.0,67144000.0,67184000.0,15.45974109
2024-02-12 23:05:00,67184000.0,67185000.0,67133000.0,67160000.0,9.39452422
2024-02-12 23:10:00,67159000.0,67159000.0,67107000.0,67109000.0,13.8911719
2024-02-12 23:15:00,67107000.0,67110000.0,67014000.0,67024000.0,14.89679662
2024-02-12 23:20:00,67050000.0,67050000.0,67010000.0,67016000.0,15.13678141
2024-02-12 23:25:00,67017000.0,67020000.0,67003000.0,67005000.0,16.59181216
2024-02-12 23:30:00,67005000.0,67080000.0,67002000.0,67072000.0,17.13623803
2024-02-12 23:35:00,67071000.0,67081000.0,67069000.0,67078000.0,11.27529181
2024-02-12 23:40:00,67078000.0,67127000.0,67073000.0,67127000.0,14.3263303
2024-02-12 23:45:00,67127000.0,67157000.0,67073000.0,67097000.0,12.53016496
2024-02-12 23:50:00,67097000.0,67115000.0,67075000.0,67098000.0,15.76848132
2024-02-12 23:55:00,67098000.0,67103000.0,67001000.0,67002000.0,23.08307736
2024-02-13 00:00:00,67002000.0,67200000.0,67000000.0,67178000.0,46.91720812
2024-02-13 00:05:00,67184000.0,67212000.0,67146000.0,67151000.0,31.8335388
2024-02-13 00:10:00,67150000.0,67151000.0,67029000.0,67042000.0,27.1237494
2024-02-13 00:15:00,67042000.0,67128000.0,67040000.0,67127000.0,17.50807887
2024-02-13 00:20:00,67128000.0,67159000.0,67090000.0,67159000.0,19.72619502
2024-02-13 00:25:00,67158000.0,67250000.0,67118000.0,67240000.0,25.66352436
2024-02-13 00:30:00,67240000.0,67344000.0,67240000.0,67308000.0,46.46711471
2024-02-13 00:35:00,67284000.0,67303000.0,67174000.0,67291000.0,26.0038448
2024-02-13 00:40:00,67286000.0,67292000.0,67238000.0,67244000.0,17.71191846
2024-02-13 00:45:00,67244000.0,67433000.0,67227000.0,67429000.0,44.25511163
2024-02-13 00:50:00,67425000.0,67481000.0,67396000.0,67425000.0,54.78591243
2024-02-13 00:55:00,67420000.0,67425000.0,67307000.0,67349000.0,25.06189025
2024-02-13 01:00:00,67349000.0,67555000.0,67349000.0,67536000.0,59.37627915
2024-02-13 01:05:00,67536000.0,67610000.0,67485000.0,67550000.0,58.71192458
2024-02-13 01:10:00,67550000.0,67550000.0,67527000.0,67538000.0,30.5716265
2024-02-13 01:15:00,67538000.0,67538000.0,67388000.0,67463000.0,37.30095283
2024-02-13 01:20:00,67440000.0,67516000.0,67427000.0,67500000.0,18.91730115
2024-02-13 01:25:00,67482000.0,67500000.0,67420000.0,67460000.0,29.05482142
2024-02-13 01:30:00,67469000.0,67471000.0,67404000.0,67451000.0,20.06803447
2024-02-13 01:35:00,67449000.0,67651000.0,67390000.0,67432000.0,54.16578245
2024-02-13 01:40:00,67437000.0,67454000.0,67370000.0,67370000.0,34.98029604
2024-02-13 01:45:00,67370000.0,67390000.0,67283000.0,67283000.0,20.39162435
2024-02-13 01:50:00,67283000.0,67288000.0,67200000.0,67265000.0,28.35493959
2024-02-13 01:55:00,67269000.0,67470000.0,67265000.0,67454000.0,25.63970587
2024-02-13 02:00:00,67454000.0,67480000.0,67400000.0,67470000.0,14.11933204
2024-02-13 02:05:00,67436000.0,67470000.0,67352000.0,67353000.0,17.89140002
2024-02-13 02:10:00,67352000.0,67400000.0,67337000.0,67353000.0,8.47414527
2024-02-13 02:15:00,67353000.0,67383000.0,67351000.0,67383000.0,20.70376484
2024-02-13 02:20:00,67383000.0,67388000.0,67382000.0,67388000.0,7.73887151
2024-02-13 02:25:00,67388000.0,67412000.0,67387000.0,67410000.0,8.94519264
2024-02-13 02:30:00,67410000.0,67410000.0,67357000.0,67366000.0,19.80594521
2024-02-13 02:35:00,67366000.0,67396000.0,67350000.0,67352000.0,10.0904076
2024-02-13 02:40:00,67352000.0,67352000.0,67230000.0,67237000.0,27.12301397
2024-02-13 02:45:00,67237000.0,67252000.0,67123000.0,67252000.0,28.18789943
2024-02-13 02:50:00,67252000.0,67310000.0,67250000.0,67267000.0,15.9985508
2024-02-13 02:55:00,67267000.0,67269000.0,67217000.0,67242000.0,5.73681479
2024-02-13 03:00:00,67242000.0,67242000.0,67153000.0,67153000.0,14.04504547
2024-02-13 03:05:00,67156000.0,67249000.0,67142000.0,67210000.0,15.78247864
2024-02-13 03:10:00,67200000.0,67213000.0,67150000.0,67151000.0,16.90646151
2024-02-13 03:15:00,67151000.0,67152000.0,67126000.0,67146000.0,12.9819055
2024-02-13 03:20:00,67146000.0,67149000.0,67084000.0,67085000.0,17.15384884
2024-02-13 03:25:00,67084000.0,67118000.0,67050000.0,67094000.0,25.03485235
2024-02-13 03:30:00,67075000.0,67100000.0,67030000.0,67030000.0,24.16562528
2024-02-13 03:35:00,67037000.0,67038000.0,67000000.0,67002000.0,42.26240476
2024-02-13 03:40:00,67002000.0,67005000.0,66883000.0,66887000.0,61.2130805
2024-02-13 03:45:00,66887000.0,66887000.0,66734000.0,66803000.0,86.38194308
2024-02-13 03:50:00,66803000.0,66804000.0,66589000.0,66589000.0,68.57572311
2024-02-13 03:55:00,66600000.0,66820000.0,66574000.0,66808000.0,58.55424306
2024-02-13 04:00:00,66817000.0,67068000.0,66808000.0,67018000.0,59.72114118
2024-02-13 04:05:00,67018000.0,67068000.0,66905000.0,67026000.0,44.44519981
2024-02-13 04:10:00,67026000.0,67109000.0,67013000.0,67109000.0,20.18226669
2024-02-13 04:15:00,67100000.0,67119000.0,67037000.0,67073000.0,27.61917939
2024-02-13 04:20:00,67090000.0,67093000.0,67068000.0,67092000.0,13.21806211
2024-02-13 04:25:00,67092000.0,67125000.0,67075000.0,67125000.0,16.05731683
2024-02-13 04:30:00,67125000.0,67174000.0,67125000.0,67152000.0,17.10092219
2024-02-13 04:35:00,67155000.0,67155000.0,67109000.0,67114000.0,30.59554713
2024-02-13 04:40:00,67114000.0,67159000.0,67107000.0,67131000.0,10.37443244
2024-02-13 04:45:00,67159000.0,67239000.0,67149000.0,67201000.0,18.76429733
2024-02-13 04:50:00,67223000.0,67234000.0,67163000.0,67195000.0,8.57290917
2024-02-13 04:55:00,67195000.0,67196000.0,67191000.0,67191000.0,7.6137796
2024-02-13 05:00:00,67192000.0,67201000.0,67149000.0,67149000.0,13.34583701
2024-02-13 05:05:00,67149000.0,67165000.0,67098000.0,67098000.0,14.40351306
2024-02-13 05:10:00,67095000.0,67121000.0,67077000.0,67109000.0,17.58454846
2024-02-13 05:15:00,67109000.0,67109000.0,67038000.0,67051000.0,10.02103826
2024-02-13 05:20:00,67038000.0,67155000.0,67016000.0,67150000.0,13.78098348
2024-02-13 05:25:00,67150000.0,67170000.0,67150000.0,67170000.0,5.85145054
2024-02-13 05:30:00,67171000.0,67201000.0,67170000.0,67177000.0,8.24853644
2024-02-13 05:35:00,67190000.0,67190000.0,67170000.0,67177000.0,7.19954333
2024-02-13 05:40:00,67177000.0,67220000.0,67174000.0,67205000.0,7.69485268
2024-02-13 05:45:00,67205000.0,67248000.0,67204000.0,67247000.0,8.46781258
2024-02-13 05:50:00,67247000.0,67320000.0,67239000.0,67314000.0,18.08312688
2024-02-13 05:55:00,67320000.0,67395000.0,67314000.0,67350000.0,13.84672992
2024-02-13 06:00:00,67350000.0,67350000.0,67250000.0,67253000.0,13.3593781
2024-02-13 06:05:00,67253000.0,67300000.0,67248000.0,67298000.0,9.06277043
2024-02-13 06:10:00,67299000.0,67300000.0,67287000.0,67300000.0,7.01202007
2024-02-13 06:15:00,67300000.0,67395000.0,67300000.0,67360000.0,12.87191259
2024-02-13 06:20:00,67395000.0,67395000.0,67305000.0,67316000.0,8.20577594
2024-02-13 06:25:00,67316000.0,67317000.0,67281000.0,67287000.0,13.50349835
2024-02-13 06:30:00,67287000.0,67332000.0,67283000.0,67332000.0,7.29163556
2024-02-13 06:35:00,67332000.0,67332000.0,67284000.0,67285000.0,7.86356708
2024-02-13 06:40:00,67284000.0,67310000.0,67284000.0,67301000.0,8.06875774
2024-02-13 06:45:00,67301000.0,67338000.0,67301000.0,67317000.0,10.17164401
2024-02-13 06:50:00,67317000.0,67318000.0,67280000.0,67296000.0,14.08480977
2024-02-13 06:55:00,67297000.0,67297000.0,67270000.0,67283000.0,6.92988466
2024-02-13 07:00:00,67274000.0,67300000.0,67273000.0,67300000.0,9.44914898
2024-02-13 07:05:00,67300000.0,67338000.0,67300000.0,67338000.0,10.84552348
2024-02-13 07:10:00,67339000.0,67352000.0,67321000.0,67352000.0,6.97293618
2024-02-13 07:15:00,67352000.0,67371000.0,67351000.0,67371000.0,13.5956234
2024-02-13 07:20:00,67371000.0,67400000.0,67370000.0,67400000.0,13.51197534
2024-02-13 07:25:00,67400000.0,67409000.0,67391000.0,67398000.0,9.71523047
